"ID_ARTICLE","ID_SAMPLE","id_effect","Authors","PublicationYear","PublicationType","Country","GGGI","GeoArea","SchoolLevel","GradeM","MeanAge_months","TaskName","Standardized","Computerized","IndexName","ScoreType","ScoreSign","MathContent","N","male_N","fem_N","male_mean","male_sd","fem_mean","fem_sd","eff","vi","vi_0","lb","ub"
511,"511_1",740,"Muhanna, 2012",2012,1,"Jordan",0.614153846153846,"MiddleEast","3.Middle",7,NA,NA,0,"0","Accuracy","Raw",1,"AdvancedMaths",75,37,38,54.16,6.02,54.87,9.33,-0.0901754329139899,0.0533970272253861,0.0533428165007112,-0.550506350409145,0.370155484581165
511,"511_2",741,"Muhanna, 2012",2012,1,"Jordan",0.614153846153846,"MiddleEast","3.Middle",7,NA,NA,0,"0","Accuracy","Raw",1,"AdvancedMaths",73,33,40,56.15,7.36,53.65,6.95,0.350252657530299,0.056143283207873,0.0553030303030303,-0.121979519194414,0.822484834255013
2984,"2984_1",742,"Munoz-Chereau, 2019",2019,1,"Chile",0.708230769230769,"SouthAmerica","2.Primary",4,NA,"SIMCE",1,"0","Accuracy","Raw",1,"NationalTest",163041,84696,78345,-0.1,1,0.1081,1,-0.2081,2.47037953375214e-05,2.45709894482052e-05,-0.217841664206587,-0.198358335793413
2984,"2984_1",743,"Munoz-Chereau, 2019",2019,1,"Chile",0.708230769230769,"SouthAmerica","3.Middle",8,NA,"SIMCE",1,"0","Accuracy","Raw",1,"NationalTest",163041,84696,78345,-0.0788,1,0.0852,1,-0.164,2.46534717686031e-05,2.45709894482052e-05,-0.173731736881252,-0.154268263118748
1720,"1720_1",744,"Musa et al., 2016",2016,1,"Nigeria",0.631230769230769,"Africa",NA,13,222,"Senior Secondary School Certificate Examination (SSSCE)",0,"0","Accuracy","Raw",1,"BroadMathematics",827,414,413,10.82,4.78,10.21,4.43,0.13236307715314,0.00484735893671775,0.00483676644325134,-0.00429545338961132,0.269021607695891
209,"209_1",745,"Muthukrishna & Kwela, 2010",2010,1,"South Africa",0.763076923076923,"Africa","3.Middle",6,156,NA,0,"0","Accuracy","Raw",1,"BroadMathematics",70,41,29,50.1,17.75,69.52,19.93,-1.03969882497139,0.0665942428563208,0.0588730025231287,-1.55438048086528,-0.52501716907751
209,"209_1",746,"Muthukrishna & Kwela, 2010",2010,1,"South Africa",0.763076923076923,"Africa","3.Middle",6,156,NA,0,"0","Accuracy","Raw",1,"BroadMathematics",70,48,22,38.08,17.4,52.41,14.74,-0.862005864980847,0.0715954081540315,0.0662878787878788,-1.39566375087306,-0.328347979088639
209,"209_1",747,"Muthukrishna & Kwela, 2010",2010,1,"South Africa",0.763076923076923,"Africa","3.Middle",6,156,NA,0,"0","Accuracy","Raw",1,"BroadMathematics",70,48,22,39.81,15.16,48.05,14.07,-0.555558027703788,0.0684924839460654,0.0662878787878788,-1.07752353537938,-0.0335925200281935
355,"355_1",748,"N. Fernandez, 2011",2011,0,"United States",0.739076923,"NorthAmerica","2.Primary",3,NA,"New Jersey Assessment of Skills and Knowledge (NJ ASK)",1,"0","Accuracy","Raw",1,"NationalTest",1957,1079,878,219,30.549,218,29.839,0.0330769199263702,0.0020660157538884,0.00206573622332329,-0.0560653293040028,0.122219169156743
3399,"3399_1",749,"Navarrete & Sandoval-Diaz, 2020",2020,1,"Chile",0.708230769230769,"SouthAmerica","5.UniversityAdults",14,250,"PSU-Math",1,"0","Accuracy","Raw",1,"NationalTest",259,102,157,590.75,62.29,562.64,64.52,0.441613553008411,0.0165498396912637,0.0161733483202198,0.188287925915679,0.694939180101143
3399,"3399_1",750,"Navarrete & Sandoval-Diaz, 2020",2020,1,"Chile",0.708230769230769,"SouthAmerica","5.UniversityAdults",14,250,"Cognitive Reflection Test by Frederick (2005)",0,"0","RT","Raw",-1,"AdvancedMaths",259,102,157,403.28,147.38,343.4,123.1,0.449647443423985,0.0165636626510648,0.0161733483202198,0.196216045546002,0.703078841301968
3399,"3399_1",751,"Navarrete & Sandoval-Diaz, 2020",2020,1,"Chile",0.708230769230769,"SouthAmerica","5.UniversityAdults",14,250,"Cognitive Reflection Test by Frederick (2005)",0,"0","Accuracy","Raw",1,"AdvancedMaths",259,102,157,2.26,10.9,0.94,1.22,0.191333823189686,0.0162440213547688,0.0161733483202198,-0.0596403352176256,0.442307981596999
2711,"2711_1",752,"Ndum et al., 2018",2018,1,"United States",0.739076923,"NorthAmerica","5.UniversityAdults",14,216,"American College Testing (ACT)",1,"0","Accuracy","Raw",1,"NationalTest",10894,4950,5944,21.88,4.39,20.17,3.96,0.410969643401567,0.000378008871713647,0.000370257079543755,0.372858906901549,0.449080379901585
3490,"3490_1",753,"Neilson, 2021",2021,0,"United States",0.739076923,"NorthAmerica","1.KindergartenPreschool",0,53,"Tools for Early Assessment in Math (TEAMS)",1,"0","Accuracy","Raw",1,"BroadMathematics",118,61,57,15.09,10.84,14.65,7.74,0.0464576519835858,0.0339464476679543,0.0339373022720736,-0.318398831939213,0.411314135906384
2602,"2602_1",754,"Nobre et al., 2018",2018,1,"Brazil",0.689307692307692,"SouthAmerica","2.Primary",3,100,"The School Performance Test (SPT)_Arithmetic section",1,"0","Accuracy","Raw",1,"BroadMathematics",211,124,87,8.1,1.9,7.7,1.6,0.224381459240323,0.0196780747828107,0.0195587690025955,-0.052145551077774,0.50090846955842
2656,"2656_1",755,"Nooner et al., 2018",2018,1,"United States",0.739076923,"NorthAmerica",NA,NA,150,"Woodcock-Johnson III-Test of Achievement (WJ-III)",1,"0","Accuracy","Raw",1,"Computation",104,45,59,99.9,15.1,103.3,11.5,-0.258081161269123,0.0394915953694125,0.0391713747645951,-0.652160142762306,0.135997820224061
2969,"2969_1",756,"Nortvedt & Siqveland, 2019",2019,2,"Norway",0.843923076923077,"NorthEurope","5.UniversityAdults",14,NA,"Entrance Test of basic mathematical knowledge",0,"0","Accuracy","Raw",1,"BroadMathematics",1532,1296,236,20.8,8.49,18.4,8.2,0.284154656215169,0.00503524551141338,0.00500889307386483,0.144966697995792,0.423342614434547
2969,"2969_2",757,"Nortvedt & Siqveland, 2019",2019,2,"Norway",0.843923076923077,"NorthEurope","5.UniversityAdults",14,NA,"Entrance Test of basic mathematical knowledge",0,"0","Accuracy","Raw",1,"BroadMathematics",623,439,184,27.3,8.58,24.4,8.42,0.339850572656752,0.00780538229123645,0.00771268693671388,0.166354471390172,0.513346673923333
456,"456_1",758,"Nosek & Smyth, 2011",2011,1,"United States",0.739076923,"NorthAmerica","5.UniversityAdults",14,324,"SAT - Math",1,"0","Accuracy","Raw",1,"NationalTest",1881,652,1229,644.1,113.1,605.4,112.5,0.343364430478232,0.00237875146363199,0.00234741198141039,0.247710643843846,0.439018217112617
456,"456_1",759,"Nosek & Smyth, 2011",2011,1,"United States",0.739076923,"NorthAmerica","5.UniversityAdults",14,324,"ACT - Math",1,"0","Accuracy","Raw",1,"NationalTest",718,255,463,25.7,7.3,24.3,6.7,0.202347027422372,0.0061099085985905,0.00608139584127387,0.0488859815674831,0.355808073277261
2313,"2313_1",760,"Nugraheni et al., 2017",2017,1,"Indonesia",0.680076923076923,"EastAsia&Oceania",NA,NA,NA,"geometry test",0,"0","Accuracy","Raw",1,"BroadMathematics",60,26,34,60.93,20.68,60.99,24.43,-0.00262133722116837,0.067873360429161,0.0678733031674208,-0.523749252862369,0.518506578420032
2313,"2313_1",761,"Nugraheni et al., 2017",2017,1,"Indonesia",0.680076923076923,"EastAsia&Oceania",NA,11,NA,"Geometry test",0,"0","Accuracy","Raw",1,"Geometry",60,26,34,60.93,20.67,60.99,24.43,-0.002621783220843,0.0678733604486479,0.0678733031674208,-0.523749698936854,0.518506132495168
1284,"1284_1",762,"Oberle et al., 2014",2014,1,"Canada",0.754,"NorthAmerica","2.Primary",4,NA,"Foundational Skills Assessment (FSA) - math",1,"1","Accuracy","Raw",1,"BroadMathematics",461,244,217,0.39,0.99,0.2,0.97,0.19375120796437,0.00874737091263026,0.00870665558661328,0.00995838108733405,0.377544034841405
1284,"1284_1",763,"Oberle et al., 2014",2014,1,"Canada",0.754,"NorthAmerica","3.Middle",7,NA,"Foundational Skills Assessment (FSA) - math",1,"1","Accuracy","Raw",1,"BroadMathematics",461,244,217,0.41,1.01,0.03,0.9,0.395912942399755,0.00887666324166711,0.00870665558661328,0.210766803916901,0.58105908088261
810,"810_1",764,"Ochwo, 2013",2013,0,"Uganda",0.713384615384615,"Africa","2.Primary",7,NA,"PLE mathematics",1,"0","Accuracy","Raw",1,"NationalTest",903,435,468,6.66,2.08,7.42,2.02,-0.37089082048926,0.00451177103966146,0.00443560271146478,-0.502717743262735,-0.239063897715785
2473,"2473_1",765,"Ojaleye & Awofala, 2018",2018,1,"Nigeria",0.631230769230769,"Africa","4.High",11,NA,"Algebra Achievement Test (AAT)",1,"0","Accuracy","Raw",1,"AdvancedMaths",388,204,184,15.53,7.71,15.95,7.32,-0.0557945053726315,0.010340755025522,0.0103367433930094,-0.25572591980996,0.144136909064697
1739,"1739_1",766,"Okpube & Anugwo, 2016",2016,1,"Nigeria",0.631230769230769,"Africa","4.High",11,NA,"Algebraic Achievement Test",0,"0","Accuracy","Raw",1,"AdvancedMaths",104,56,48,55.82,6.92,52.04,6.69,0.55466014334595,0.0401695525107481,0.0386904761904762,0.157212954444847,0.952107332247054
1735,"1735_1",767,"Olango, 2016",2016,1,"Ethiopia",0.653923076923077,"Africa","5.UniversityAdults",14,NA,"Math Achievement Test",0,"0","Accuracy","Raw",1,"BroadMathematics",274,214,60,71.88,12.58,65.66,15.58,0.468078042088393,0.0217393760043249,0.0213395638629283,0.177813376031509,0.758342708145278
52,"52_1",768,"Olson, 2010",2010,0,"United States",0.739076923,"NorthAmerica","2.Primary",4.5,NA,"Florida Comprehensive Assessment Test",1,"0","Accuracy","Raw",1,"NationalTest",202,104,98,3.35,0.95,3.02,0.96,0.345599287680044,0.0201151070095351,0.0198194662480377,0.0659465631568783,0.62525201220321
3110,"3110_1",769,"Omoruan & Osadebe, 2020",2020,1,"Nigeria",0.631230769230769,"Africa",NA,NA,NA,NA,0,"0","Accuracy","Raw",1,"BroadMathematics",1400,700,700,205.75,14.43,198.29,17.71,0.461820359959726,0.00293331358745476,0.00285714285714286,0.35557671485484,0.568064005064612
1231,"1231_1",770,"Orabuchi, 2014",2014,0,"United States",0.739076923,"NorthAmerica","3.Middle",6,138,"Texas Assessment of Knowledge and Skills - Math",1,"0","Accuracy","Raw",1,"NationalTest",44,20,24,0.7,0.2,0.67,0.21,0.145959502242494,0.0919087595791084,0.0916666666666667,-0.465028552079372,0.756947556564361
3601,"3601_1",771,"Ortega et al., 2021",2021,1,"Chile",0.708230769230769,"SouthAmerica","3.Middle",7.5,NA,"SIMCE and SEPA",1,"0","Accuracy","Raw",1,"NationalTest",2295,1121,1174,0.37,0.56,0.26,0.44,0.219032623163863,0.0017543015494131,0.0017438494165133,0.13689742367405,0.301167822653676
1520,"1520_1",772,"Overmyer, 2015",2015,0,"United States",0.739076923,"NorthAmerica","1.KindergartenPreschool",0,NA,"Final exam, designed for this study by researcher",0,"0","Accuracy","Raw",1,"BroadMathematics",90,51,39,4.282,2.151,4.117,2.413,0.0727560516186776,0.0452782767952091,0.0452488687782805,-0.349982321148742,0.495494424386097
2619,"2619_1",773,"Owen et al., 2018",2018,1,"Australia",0.735230769230769,"EastAsia&Oceania","3.Middle",7,155,"National Assessment Programâ€”Literacy and Numeracy (NAPLAN)",1,"0","Accuracy","Raw",1,"NationalTest",1206,594,612,520.39,76.06,518.72,75.88,0.0219827353748802,0.00331768896013634,0.00331748861160626,-0.0910233946416504,0.134988865391411
2619,"2619_1",774,"Owen et al., 2018",2018,1,"Australia",0.735230769230769,"EastAsia&Oceania","4.High",9,169,"National Assessment Programâ€”Literacy and Numeracy (NAPLAN)",1,"0","Accuracy","Raw",1,"NationalTest",1213,600,613,576.04,70.55,572.16,71.02,0.0548116175475465,0.00329922641843506,0.00329798803697662,-0.0578789877096443,0.167502222804737
3194,"3194_1",775,"P. Jansen & Pietsch, 2020",2020,1,"Germany",0.777615384615385,"CentralEurope","2.Primary",3,108,"Mathematical abilities",1,"0","Accuracy","Raw",1,"BroadMathematics",92,50,42,10.52,2.86,11,2.4,-0.180428972369184,0.0439864510599053,0.0438095238095238,-0.596969805239203,0.236111860500835
3194,"3194_1",776,"P. Jansen & Pietsch, 2020",2020,1,"Germany",0.777615384615385,"CentralEurope","2.Primary",3,108,"Mathematical abilities",1,"0","Accuracy","Raw",1,"Geometry",92,50,42,11.92,3.39,11.95,2.98,-0.00934659920493336,0.043809998586245,0.0438095238095238,-0.425051111820611,0.406357913410745
1190,"1190_1",777,"P. L. Starkey, 2014",2014,0,"Kenya",0.692076923076923,"Africa","3.Middle",7,NA,"ISK Strand (NCTM)",0,"0","Accuracy","Raw",1,"BroadMathematics",84,42,42,80.45,10.465,81.52,11.138,-0.0990122809249701,0.0476774013796069,0.0476190476190476,-0.533228293125977,0.335203731276037
1190,"1190_2",778,"P. L. Starkey, 2014",2014,0,"Kenya",0.692076923076923,"Africa","3.Middle",7,NA,"ISK Strand (NCTM)",0,"0","Accuracy","Raw",1,"BroadMathematics",84,42,42,80.43,11.19,81.79,11.377,-0.120525839517028,0.0477055147499481,0.0476190476190476,-0.554869852366206,0.313818173332151
1190,"1190_3",779,"P. L. Starkey, 2014",2014,0,"Kenya",0.692076923076923,"Africa","3.Middle",7,NA,"ISK Strand (NCTM)",0,"0","Accuracy","Raw",1,"BroadMathematics",84,42,42,79.95,10.815,81.26,11.477,-0.117479161958617,0.0477011985327053,0.0476190476190476,-0.551803525449291,0.316845201532056
2413,"2413_1",780,"Paechter et al., 2017",2017,1,"Austria",0.735076923076923,"CentralEurope","5.UniversityAdults",14,245,NA,0,"0","Accuracy","Raw",1,"AdvancedMaths",225,61,164,5.75,1.78,5.41,2.06,0.170979342152323,0.0225559678995447,0.0224910035985606,-0.124972565706755,0.466931250011401
2413,"2413_1",781,"Paechter et al., 2017",2017,1,"Austria",0.735076923076923,"CentralEurope","5.UniversityAdults",14,NA,"A written statistic exam",0,"0","Accuracy","Raw",1,"AdvancedMaths",225,61,164,5.75,1.78,5.41,2.06,0.170979342152323,0.0225559678995447,0.0224910035985606,-0.124972565706755,0.466931250011401
224,"224_1",782,"Paek, 2010a",2010,0,"United States",0.739076923,"NorthAmerica","4.High",11,NA,"SAT Math score",1,"1-0","Accuracy","Raw",1,"NationalTest",120,49,71,3.51,0.74,3.69,0.49,-0.297862747405128,0.0348623462087752,0.0344926703075596,-0.667544684111504,0.0718191893012484
224,"224_2",783,"Paek, 2010a",2010,0,"United States",0.739076923,"NorthAmerica","4.High",11,NA,"SAT Math score",1,"1-0","Accuracy","Raw",1,"NationalTest",120,49,71,3.5,0.67,3.64,0.58,-0.226466454340474,0.0347063663698161,0.0344926703075596,-0.595320455203913,0.142387546522965
224,"224_3",784,"Paek, 2010a",2010,0,"United States",0.739076923,"NorthAmerica","4.High",11,NA,"SAT Math score",1,"1-0","Accuracy","Raw",1,"NationalTest",120,49,71,3.61,0.62,3.64,0.57,-0.0507743323921097,0.0345034121110174,0.0344926703075596,-0.418548268403276,0.316999603619056
224,"224_4",785,"Paek, 2010a",2010,0,"United States",0.739076923,"NorthAmerica","4.High",11,NA,"SAT Math score",1,"1_0","Accuracy","Raw",1,"NationalTest",120,49,71,3.53,0.66,3.62,0.58,-0.146627156872693,0.0345822516539453,0.0344926703075596,-0.514821030838256,0.22156671709287
3342,"3342_1",786,"Palomares-Ruiz & Garcia-Perales, 2020",2020,1,"Spain",0.756461538461539,"CentralEurope",NA,1,NA,"BECOMA-On",1,"0","Accuracy","Raw",1,"BroadMathematics",3795,1793,2002,35.18,10.08,34.44,9.22,0.0767963363923574,0.0010580020161855,0.00105722498360535,0.0130243606164235,0.140568312168291
1669,"1669_1",787,"Papanikolaou et al., 2015",2015,1,"Greece",0.687384615384615,"CentralEurope","2.Primary",4.5,NA,NA,0,"0","Accuracy","Raw",1,"BroadMathematics",233,113,120,2.46,1.07,2.55,1.06,-0.0845181357339029,0.0171982198581781,0.0171828908554572,-0.342893756914332,0.173857485446526
1669,"1669_2",788,"Papanikolaou et al., 2015",2015,1,"Greece",0.687384615384615,"CentralEurope","2.Primary",4.5,NA,NA,0,"0","Accuracy","Raw",1,"BroadMathematics",240,122,118,2.34,1.26,2.26,1.17,0.065757644101146,0.0166803060571571,0.0166712975826619,-0.188659085867032,0.320174374069324
1669,"1669_3",789,"Papanikolaou et al., 2015",2015,1,"Greece",0.687384615384615,"CentralEurope","2.Primary",4.5,NA,NA,0,"0","Accuracy","Raw",1,"BroadMathematics",203,117,86,2.05,1.2,2.14,1.19,-0.0752645958800647,0.0201888681330951,0.0201749155237527,-0.355421270453612,0.204892078693482
3058,"3058_1",790,"Pappas et al., 2019",2019,1,"Greece",0.687384615384615,"CentralEurope","2.Primary",2.5,97,"Mathematical achievement test - counting",0,"0","Accuracy","Raw",1,"BasicNumeracy",91,42,49,3.71,0.55,3.71,0.74,0,0.0442176870748299,0.0442176870748299,-0.417695429003858,0.417695429003857
3058,"3058_1",791,"Pappas et al., 2019",2019,1,"Greece",0.687384615384615,"CentralEurope","2.Primary",2.5,97,"Mathematical achievement test - addition",0,"0","Accuracy","Raw",1,"Computation",91,42,49,3.14,1,3.29,0.79,-0.16799225184751,0.0443727496939552,0.0442176870748299,-0.586419427216861,0.25043492352184
3058,"3058_1",792,"Pappas et al., 2019",2019,1,"Greece",0.687384615384615,"CentralEurope","2.Primary",2.5,97,"Mathematical achievement test - subtraction",0,"0","Accuracy","Raw",1,"Computation",91,42,49,2.48,1.37,2,1.37,0.35036496350365,0.0448921684355492,0.0442176870748299,-0.0705040999869359,0.771234026994235
3058,"3058_1",793,"Pappas et al., 2019",2019,1,"Greece",0.687384615384615,"CentralEurope","2.Primary",2.5,97,"Mathematical achievement test - multiplication",0,"0","Accuracy","Raw",1,"Computation",91,42,49,2.81,1.44,2.37,1.44,0.305555555555556,0.0447306771711534,0.0442176870748299,-0.114555826649486,0.725666937760597
3058,"3058_1",794,"Pappas et al., 2019",2019,1,"Greece",0.687384615384615,"CentralEurope","2.Primary",2.5,97,"Mathematical achievement test - division",0,"0","Accuracy","Raw",1,"Computation",91,42,49,2.79,1.49,2.61,1.54,0.118641866436044,0.0442950271433543,0.0442176870748299,-0.299418693376155,0.536702426248243
3058,"3058_1",795,"Pappas et al., 2019",2019,1,"Greece",0.687384615384615,"CentralEurope","2.Primary",2.5,97,"Mathematical achievement test - patterns",0,"0","Accuracy","Raw",1,"BasicNumeracy",91,42,49,3.95,0.31,3.47,0.87,0.713573011646802,0.0470154147833502,0.0442176870748299,0.282866093427145,1.14427992986646
3058,"3058_1",796,"Pappas et al., 2019",2019,1,"Greece",0.687384615384615,"CentralEurope","2.Primary",2.5,97,"Mathematical achievement test - number line",0,"0","Accuracy","Raw",1,"BasicNumeracy",91,42,49,3.33,1.1,3.59,0.67,-0.290776246444281,0.0446822520500839,0.0442176870748299,-0.710660162234005,0.129107669345443
3058,"3058_1",797,"Pappas et al., 2019",2019,1,"Greece",0.687384615384615,"CentralEurope","2.Primary",2.5,97,"Mathematical achievement test - problem solving",0,"0","Accuracy","Raw",1,"AdvancedMaths",91,42,49,3.36,1.01,2.73,1.44,0.499892989880924,0.0455907255436876,0.0442176870748299,0.0757620415487951,0.924023938213052
3058,"3058_1",798,"Pappas et al., 2019",2019,1,"Greece",0.687384615384615,"CentralEurope","2.Primary",2.5,97,"Arithmetic subtest of Wechsler intelligence test for children-III",1,"0","Accuracy","Raw",1,"Computation",91,42,49,12,3.11,10.86,2.66,0.396375134131025,0.0450809466734969,0.0442176870748299,-0.0253779094880134,0.818128177750064
1549,"1549_1",799,"Peklaj et al., 2015",2015,1,"Slovenia",0.749384615384615,"EastEurope&Russia","4.High",9,188,NA,0,"0","Accuracy","Raw",1,"BroadMathematics",386,142,244,0.73,0.12,0.65,0.15,0.572513559749729,0.0115651890163688,0.0111406141768645,0.361072989233669,0.78395413026579
686,"686_1",800,"Perez-Felkner et al., 2012",2012,1,"United States",0.739076923,"NorthAmerica","4.High",10,NA,NA,1,"0","Accuracy","(standardized range: -2.26 to 2.51)",1,"BroadMathematics",2989,1238,1751,0.674,0.876,0.4,0.864,0.315308708111153,0.00139548758018745,0.00137885666994812,0.242062191406736,0.38855522481557
686,"686_2",801,"Perez-Felkner et al., 2012",2012,1,"United States",0.739076923,"NorthAmerica","4.High",10,NA,NA,1,"0","Accuracy","(standardized range: -2.26 to 2.51)",1,"BroadMathematics",849,408,441,0.534,0.908,0.325,0.912,0.229650111286292,0.00474961367229127,0.00471855408830199,0.0943815701474717,0.364918652425113
686,"686_3",802,"Perez-Felkner et al., 2012",2012,1,"United States",0.739076923,"NorthAmerica","4.High",10,NA,NA,1,"0","Accuracy","(standardized range: -2.26 to 2.51)",1,"BroadMathematics",893,497,396,-0.312,0.937,-0.553,0.841,0.269059823730489,0.00457785866016582,0.00453732495986017,0.136268926447865,0.401850721013113
2324,"2324_1",803,"Perez-Garin et al., 2017",2017,1,"Spain",0.756461538461539,"CentralEurope","5.UniversityAdults",14,258,"BADyG-S (Yuste, 1989)",0,"0","Accuracy","Raw",1,"BroadMathematics",204,105,99,15.1524,4.345,11.686,3.751,0.852183321698765,0.0214047618154607,0.0196248196248196,0.563722111316446,1.14064453208108
